"year","school_type","level","region_name","la_name","perm_excl_rate","fixed_excl_rate","one_or_more_fixed_excl_rate","area"
"200910","total","Local authority","Outer London","Enfield","0.11","3.38","2.16","Enfield"
"200910","total","Local authority","Inner London","Haringey","0.11","4.15","2.51","Haringey"
"200910","total","Local authority","Outer London","Harrow","0.14","3.12","2.14","Harrow"
"200910","total","Local authority","Outer London","Havering","0.07","3.04","2.02","Havering"
"200910","total","Local authority","Outer London","Hillingdon","0.11","4.96","2.81","Hillingdon"
"200910","total","Local authority","Outer London","Hounslow","0.12","3.8","2.37","Hounslow"
"200910","total","Local authority","Outer London","Kingston upon Thames","0.03","2.79","1.76","Kingston upon Thames"
"200910","total","Local authority","Outer London","Merton","0.08","5.91","3.4","Merton"
"200910","total","Local authority","Inner London","Newham","0.05","4.72","2.78","Newham"
"200910","total","Local authority","Outer London","Redbridge","0.08","3.65","2.15","Redbridge"
"200910","total","Local authority","Outer London","Richmond upon Thames","0.06","2.25","1.45","Richmond upon Thames"
"200910","total","Local authority","Outer London","Sutton","0.11","3.94","2.39","Sutton"
"200910","total","Local authority","Outer London","Waltham Forest","0.02","4.98","3.15","Waltham Forest"
"200910","total","Local authority","West Midlands","Birmingham","0.11","5.52","3.39","Birmingham"
"200910","total","Local authority","West Midlands","Coventry","0.04","3.79","2.3","Coventry"
"200910","total","Local authority","West Midlands","Dudley","0.13","6.26","3.21","Dudley"
"200910","total","Local authority","West Midlands","Sandwell","0.13","4.55","2.95","Sandwell"
"200910","total","Local authority","West Midlands","Solihull","0.19","6.11","3.28","Solihull"
"200910","total","Local authority","West Midlands","Walsall","0.06","5.45","2.99","Walsall"
"200910","total","Local authority","West Midlands","Wolverhampton","x","3.57","2.38","Wolverhampton"
"200910","total","Local authority","North West","Knowsley","0.04","4.41","2.61","Knowsley"
"200910","total","Local authority","North West","Liverpool","0.1","3.13","2","Liverpool"
"200910","total","Local authority","North West","St. Helens","0","3.44","1.81","St. Helens"
"200910","total","Local authority","North West","Sefton","0.09","2.25","1.43","Sefton"
"200910","total","Local authority","North West","Wirral","0.03","3.46","1.92","Wirral"
"200910","total","Local authority","North West","Bolton","0.03","4.39","2.15","Bolton"
"200910","total","Local authority","North West","Bury","0.22","4.62","2.63","Bury"
"200910","total","Local authority","North West","Manchester","0.13","7.71","3.87","Manchester"
"200910","total","Local authority","North West","Oldham","0.13","2.97","1.84","Oldham"
"200910","total","Local authority","North West","Rochdale","0.08","4.49","2.62","Rochdale"
"200910","total","Local authority","North West","Salford","0.12","2.49","1.5","Salford"
"200910","total","Local authority","North West","Stockport","0.13","4.22","2.27","Stockport"
"200910","total","Local authority","North West","Tameside","0.11","5.58","2.92","Tameside"
"200910","total","Local authority","North West","Trafford","0.08","4.22","2.42","Trafford"
"200910","total","Local authority","North West","Wigan","0.02","4.86","2.5","Wigan"
"200910","total","Local authority","Yorkshire and the Humber","Barnsley","0","2.16","1.43","Barnsley"
"200910","total","Local authority","Yorkshire and the Humber","Doncaster","0.08","7.61","3.35","Doncaster"
"200910","total","Local authority","Yorkshire and the Humber","Rotherham","0.02","5.33","2.76","Rotherham"
"200910","total","Local authority","Yorkshire and the Humber","Sheffield","0.01","6.21","3.33","Sheffield"
"200910","total","Local authority","Yorkshire and the Humber","Bradford","0.02","3.65","2.24","Bradford"
"200910","total","Local authority","Yorkshire and the Humber","Calderdale","0.12","3.56","2.09","Calderdale"
"200910","total","Local authority","Yorkshire and the Humber","Kirklees","0.01","4.25","2.2","Kirklees"
"200910","total","Local authority","Yorkshire and the Humber","Leeds","0.06","5.63","2.5","Leeds"
"200910","total","Local authority","Yorkshire and the Humber","Wakefield","0.05","7","2.98","Wakefield"
"200910","total","Local authority","North East","Gateshead","0.13","2.54","1.61","Gateshead"
"200910","total","Local authority","North East","Newcastle upon Tyne","x","2.96","1.77","Newcastle upon Tyne"
"200910","total","Local authority","North East","North Tyneside","0","2.02","1.37","North Tyneside"
"200910","total","Local authority","North East","South Tyneside","0.08","2.56","1.49","South Tyneside"
"200910","total","Local authority","North East","Sunderland","0.08","4.88","2.6","Sunderland"
"200910","total","Local authority","South West","Isles Of Scilly","0","1.09","x","Isles Of Scilly"
"200910","total","Local authority","South West","Bath and North East Somerset","0.02","4.92","2.32","Bath and North East Somerset"
"200910","total","Local authority","South West","Bristol City of","0.09","6.2","3.2","Bristol City of"
"200910","total","Local authority","South West","North Somerset","0.05","2.96","1.81","North Somerset"
"200910","total","Local authority","South West","South Gloucestershire","0.05","4.94","2.46","South Gloucestershire"
"200910","total","Local authority","North East","Hartlepool","0.08","1.47","0.95","Hartlepool"
"200910","total","Local authority","North East","Middlesbrough","0.08","5.86","2.95","Middlesbrough"
"200910","total","Local authority","North East","Redcar and Cleveland","0.09","3.41","1.96","Redcar and Cleveland"
"200910","total","Local authority","North East","Stockton-on-Tees","0.03","4.04","2.28","Stockton-on-Tees"
"200910","total","Local authority","Yorkshire and the Humber","Kingston upon Hull City of","0.11","4.15","2.43","Kingston upon Hull City of"
"200910","total","Local authority","Yorkshire and the Humber","East Riding of Yorkshire","0.04","6.29","2.63","East Riding of Yorkshire"
"200910","total","Local authority","Yorkshire and the Humber","North East Lincolnshire","0.03","4.44","2.13","North East Lincolnshire"
"200910","total","Local authority","Yorkshire and the Humber","North Lincolnshire","0.03","5.21","2.4","North Lincolnshire"
"200910","total","Local authority","Yorkshire and the Humber","North Yorkshire","0.06","4.64","2.1","North Yorkshire"
"200910","total","Local authority","Yorkshire and the Humber","York","0.02","4.16","2.07","York"
"200910","total","Local authority","East of England","Luton","0.07","3.87","2.35","Luton"
"200910","total","Local authority","East of England","Bedford","0.04","3.14","1.82","Bedford"
"200910","total","Local authority","East of England","Central Bedfordshire","0.2","4.23","2.25","Central Bedfordshire"
"200910","total","Local authority","South East","Buckinghamshire","0.06","3.51","2.08","Buckinghamshire"
"200910","total","Local authority","South East","Milton Keynes","0.05","4.35","2.52","Milton Keynes"
"200910","total","Local authority","East Midlands","Derbyshire","0.13","4.18","2.16","Derbyshire"
"200910","total","Local authority","East Midlands","Derby","0.09","4.57","2.53","Derby"
"200910","total","Local authority","South West","Dorset","0.01","3.81","2.2","Dorset"
"200910","total","Local authority","South West","Poole","0.05","5.42","2.2","Poole"
"200910","total","Local authority","South West","Bournemouth","0.09","4.61","2.3","Bournemouth"
"200910","total","Local authority","North East","Durham","0.15","4.7","2.4","Durham"
"200910","total","Local authority","North East","Darlington","0.13","4.87","2.57","Darlington"
"200910","total","Local authority","South East","East Sussex","0.1","4.9","2.42","East Sussex"
"200910","total","Local authority","South East","Brighton and Hove","0.02","7.07","2.96","Brighton and Hove"
"200910","total","Local authority","South East","Hampshire","0.04","4.96","2.54","Hampshire"
"200910","total","Local authority","South East","Portsmouth","0.03","7.4","3.36","Portsmouth"
"200910","total","Local authority","South East","Southampton","0.13","10.67","4.42","Southampton"
"200910","total","Local authority","East Midlands","Leicestershire","0.05","4.02","2.2","Leicestershire"
"200910","total","Local authority","East Midlands","Leicester","0.01","4.49","2.52","Leicester"
"200910","total","Local authority","East Midlands","Rutland","x","2.86","2.07","Rutland"
"200910","total","Local authority","West Midlands","Staffordshire","0.09","3.2","1.96","Staffordshire"
"200910","total","Local authority","West Midlands","Stoke-on-Trent","0.16","4.39","2.37","Stoke-on-Trent"
"200910","total","Local authority","South West","Wiltshire","0.11","4.75","2.33","Wiltshire"
"200910","total","Local authority","South West","Swindon","0.07","4.14","2.35","Swindon"
"200910","total","Local authority","South East","Bracknell Forest","0.1","2.89","1.8","Bracknell Forest"
"200910","total","Local authority","South East","Windsor and Maidenhead","0.11","2.83","1.68","Windsor and Maidenhead"
"200910","total","Local authority","South East","West Berkshire","0.03","3.52","1.88","West Berkshire"
"200910","total","Local authority","South East","Reading","0.05","3.32","1.87","Reading"
"200910","total","Local authority","South East","Slough","0.02","2.64","1.78","Slough"
"200910","total","Local authority","South East","Wokingham","0.08","3.24","1.7","Wokingham"
"200910","total","Local authority","East of England","Cambridgeshire","0.02","3.23","1.9","Cambridgeshire"
"200910","total","Local authority","East of England","Peterborough","0.18","5.2","2.89","Peterborough"
"200910","total","Local authority","North West","Halton","0.11","3.55","2.1","Halton"
"200910","total","Local authority","North West","Warrington","0.03","3.16","1.82","Warrington"
"200910","total","Local authority","South West","Devon","0.07","4.29","2.22","Devon"
"200910","total","Local authority","South West","Plymouth","0.03","2.53","1.66","Plymouth"
"200910","total","Local authority","South West","Torbay","0.02","3.2","1.99","Torbay"
"200910","total","Local authority","East of England","Essex","0.04","4.8","2.63","Essex"
"200910","total","Local authority","East of England","Southend-on-Sea","0.02","4.67","2.22","Southend-on-Sea"
"200910","total","Local authority","East of England","Thurrock","0.06","4.22","2.19","Thurrock"
"200910","total","Local authority","West Midlands","Herefordshire","0.08","3.51","2.12","Herefordshire"
"200910","total","Local authority","West Midlands","Worcestershire","0.07","4.23","2.26","Worcestershire"
"200910","total","Local authority","South East","Kent","0.08","5.76","3.08","Kent"
"200910","total","Local authority","South East","Medway","0.01","5.85","2.73","Medway"
"200910","total","Local authority","North West","Lancashire","0.13","3.53","1.99","Lancashire"
"200910","total","Local authority","North West","Blackburn with Darwen","0.05","2.17","1.25","Blackburn with Darwen"
"200910","total","Local authority","North West","Blackpool","0.02","6.64","3.44","Blackpool"
"200910","total","Local authority","East Midlands","Nottinghamshire","0.11","4.69","2.57","Nottinghamshire"
"200910","total","Local authority","East Midlands","Nottingham","0.15","5.8","3.29","Nottingham"
"200910","total","Local authority","West Midlands","Shropshire","0.03","4.29","2.38","Shropshire"
"200910","total","Local authority","West Midlands","Telford and Wrekin","0.11","7.43","3.71","Telford and Wrekin"
"200910","total","Local authority","North West","Cheshire East","0.05","4.5","2.02","Cheshire East"
"200910","total","Local authority","North West","Cheshire West and Chester","0.1","5.22","2.56","Cheshire West and Chester"
"200910","total","Local authority","South West","Cornwall","0.02","2.49","1.52","Cornwall"
"200910","total","Local authority","North West","Cumbria","0.03","5.51","2.65","Cumbria"
"200910","total","Local authority","South West","Gloucestershire","0.09","4.02","2.08","Gloucestershire"
"200910","total","Local authority","East of England","Hertfordshire","0.04","4","2.28","Hertfordshire"
"200910","total","Local authority","South East","Isle of Wight","0.02","3.5","1.95","Isle of Wight"
"200910","total","Local authority","East Midlands","Lincolnshire","0.12","3.19","1.97","Lincolnshire"
"200910","total","Local authority","East of England","Norfolk","0.09","4.25","2.27","Norfolk"
"200910","total","Local authority","East Midlands","Northamptonshire","0.12","5.09","2.41","Northamptonshire"
"200910","total","Local authority","North East","Northumberland","0.06","3.71","2.15","Northumberland"
"200910","total","Local authority","South East","Oxfordshire","0.05","4.08","2.18","Oxfordshire"
"200910","total","Local authority","South West","Somerset","0.07","4.93","2.47","Somerset"
"200910","total","Local authority","East of England","Suffolk","0.07","4.84","2.18","Suffolk"
"200910","total","Local authority","South East","Surrey","0.08","4.59","2.14","Surrey"
"200910","total","Local authority","West Midlands","Warwickshire","0.1","4.98","2.47","Warwickshire"
"200910","total","Local authority","South East","West Sussex","0.1","4.27","2.19","West Sussex"
"200809","total","National",NA,NA,"0.09","4.88","2.61","England"
"200809","total","Region","North East",NA,"0.1","4.59","2.4","North East"
"200809","total","Region","North West",NA,"0.1","4.68","2.51","North West"
"200809","total","Region","Yorkshire and the Humber",NA,"0.05","5.09","2.56","Yorkshire and the Humber"
"200809","total","Region","East Midlands",NA,"0.11","4.88","2.61","East Midlands"
"200809","total","Region","West Midlands",NA,"0.09","5.06","2.86","West Midlands"
"200809","total","Region","East of England",NA,"0.07","4.62","2.5","East of England"
"200809","total","Region","South East",NA,"0.08","5.67","2.8","South East"
"200809","total","Region","South West",NA,"0.08","4.72","2.43","South West"
"200809","total","Region","Inner London",NA,"0.11","4.73","2.92","Inner London"
"200809","total","Region","Outer London",NA,"0.11","4.13","2.5","Outer London"
"200809","total","Local authority","Inner London","City of London","0","1.26","x","City of London"
"200809","total","Local authority","Inner London","Camden","0.06","5","3.25","Camden"
"200809","total","Local authority","Outer London","Greenwich","0.06","7.61","4.1","Greenwich"
"200809","total","Local authority","Inner London","Hackney","0.04","5.25","3.18","Hackney"
"200809","total","Local authority","Inner London","Hammersmith and Fulham","0.11","3.34","2.46","Hammersmith and Fulham"
"200809","total","Local authority","Inner London","Islington","0.12","5.42","3.55","Islington"
"200809","total","Local authority","Inner London","Kensington and Chelsea","0.18","4.19","2.68","Kensington and Chelsea"
"200809","total","Local authority","Inner London","Lambeth","0.18","6.72","3.69","Lambeth"
"200809","total","Local authority","Inner London","Lewisham","0.1","3.65","2.5","Lewisham"
"200809","total","Local authority","Inner London","Southwark","0.12","5.25","3.29","Southwark"
"200809","total","Local authority","Inner London","Tower Hamlets","0.06","3.22","1.98","Tower Hamlets"
"200809","total","Local authority","Inner London","Wandsworth","0.19","4.1","2.55","Wandsworth"
"200809","total","Local authority","Inner London","Westminster","0.08","5.64","3.7","Westminster"
"200809","total","Local authority","Outer London","Barking and Dagenham","0.14","2.91","1.76","Barking and Dagenham"
"200809","total","Local authority","Outer London","Barnet","0.12","3.87","2.38","Barnet"
"200809","total","Local authority","Outer London","Bexley","0.17","3.59","2.3","Bexley"
"200809","total","Local authority","Outer London","Brent","0.17","4.27","2.65","Brent"
"200809","total","Local authority","Outer London","Bromley","0.14","3","1.67","Bromley"
"200809","total","Local authority","Outer London","Croydon","0.16","3.12","1.99","Croydon"
"200809","total","Local authority","Outer London","Ealing","0.06","3.45","2.08","Ealing"
"200809","total","Local authority","Outer London","Enfield","0.13","4.08","2.54","Enfield"
"200809","total","Local authority","Inner London","Haringey","0.11","3.95","2.35","Haringey"
"200809","total","Local authority","Outer London","Harrow","0.17","4.16","2.63","Harrow"
"200809","total","Local authority","Outer London","Havering","0.08","4.21","2.66","Havering"
"200809","total","Local authority","Outer London","Hillingdon","0.11","4.73","2.76","Hillingdon"
"200809","total","Local authority","Outer London","Hounslow","0.17","3.96","2.5","Hounslow"
"200809","total","Local authority","Outer London","Kingston upon Thames","0.03","2.53","1.7","Kingston upon Thames"
"200809","total","Local authority","Outer London","Merton","0.12","5.93","3.26","Merton"
"200809","total","Local authority","Inner London","Newham","0.08","5.5","3.17","Newham"
"200809","total","Local authority","Outer London","Redbridge","0.04","3.99","2.49","Redbridge"
"200809","total","Local authority","Outer London","Richmond upon Thames","0.06","3.72","2.27","Richmond upon Thames"
"200809","total","Local authority","Outer London","Sutton","0.11","4.19","2.51","Sutton"
"200809","total","Local authority","Outer London","Waltham Forest","0","5.81","3.51","Waltham Forest"
"200809","total","Local authority","West Midlands","Birmingham","0.1","6.37","3.61","Birmingham"
"200809","total","Local authority","West Midlands","Coventry","0.05","5.14","2.78","Coventry"
"200809","total","Local authority","West Midlands","Dudley","0.13","6.49","3.45","Dudley"
"200809","total","Local authority","West Midlands","Sandwell","0.13","6.07","3.65","Sandwell"
"200809","total","Local authority","West Midlands","Solihull","0.11","5.2","2.91","Solihull"
"200809","total","Local authority","West Midlands","Walsall","0.13","5.25","2.97","Walsall"
"200809","total","Local authority","West Midlands","Wolverhampton","0","3.84","2.54","Wolverhampton"
"200809","total","Local authority","North West","Knowsley","0.07","2.4","1.52","Knowsley"
"200809","total","Local authority","North West","Liverpool","0.11","3","1.97","Liverpool"
"200809","total","Local authority","North West","St. Helens","0","3.96","2.04","St. Helens"
"200809","total","Local authority","North West","Sefton","0.08","2.33","1.48","Sefton"
"200809","total","Local authority","North West","Wirral","0.07","4.15","2.15","Wirral"
"200809","total","Local authority","North West","Bolton","0.03","5.45","2.55","Bolton"
"200809","total","Local authority","North West","Bury","0.24","5.12","2.83","Bury"
"200809","total","Local authority","North West","Manchester","0.15","7.19","3.85","Manchester"
"200809","total","Local authority","North West","Oldham","0.23","5.45","3.01","Oldham"
"200809","total","Local authority","North West","Rochdale","0.12","5.62","3.14","Rochdale"
"200809","total","Local authority","North West","Salford","0.19","3.18","1.88","Salford"
"200809","total","Local authority","North West","Stockport","0.13","5.21","2.76","Stockport"
"200809","total","Local authority","North West","Tameside","0.13","5.61","3.02","Tameside"
"200809","total","Local authority","North West","Trafford","0.07","5.19","2.87","Trafford"
"200809","total","Local authority","North West","Wigan","0.01","5.58","2.83","Wigan"
"200809","total","Local authority","Yorkshire and the Humber","Barnsley","0","3.17","1.74","Barnsley"
"200809","total","Local authority","Yorkshire and the Humber","Doncaster","0.05","6.11","2.93","Doncaster"
"200809","total","Local authority","Yorkshire and the Humber","Rotherham","x","6.18","3.14","Rotherham"
"200809","total","Local authority","Yorkshire and the Humber","Sheffield","0.01","5.34","3.06","Sheffield"
"200809","total","Local authority","Yorkshire and the Humber","Bradford","0.03","4.07","2.45","Bradford"
"200809","total","Local authority","Yorkshire and the Humber","Calderdale","0.1","3.87","2.19","Calderdale"
"200809","total","Local authority","Yorkshire and the Humber","Kirklees","0.05","4.74","2.36","Kirklees"
"200809","total","Local authority","Yorkshire and the Humber","Leeds","0.05","4.78","2.43","Leeds"
"200809","total","Local authority","Yorkshire and the Humber","Wakefield","0.06","7.02","3.07","Wakefield"
"200809","total","Local authority","North East","Gateshead","0.08","2.07","1.27","Gateshead"
"200809","total","Local authority","North East","Newcastle upon Tyne","0.13","4.37","2.45","Newcastle upon Tyne"
"200809","total","Local authority","North East","North Tyneside","0","2.27","1.47","North Tyneside"
"200809","total","Local authority","North East","South Tyneside","0.1","6.77","3.13","South Tyneside"
"200809","total","Local authority","North East","Sunderland","0.05","5.14","2.61","Sunderland"
"200809","total","Local authority","South West","Isles Of Scilly","0","0","0","Isles Of Scilly"
"200809","total","Local authority","South West","Bath and North East Somerset","0.04","5.67","2.62","Bath and North East Somerset"
"200809","total","Local authority","South West","Bristol City of","0.1","6","3.06","Bristol City of"
"200809","total","Local authority","South West","North Somerset","0.05","2.52","1.51","North Somerset"
"200809","total","Local authority","South West","South Gloucestershire","0.06","5.22","2.7","South Gloucestershire"
"200809","total","Local authority","North East","Hartlepool","0.06","1.67","1.06","Hartlepool"
"200809","total","Local authority","North East","Middlesbrough","0.13","6.85","3.38","Middlesbrough"
"200809","total","Local authority","North East","Redcar and Cleveland","0.13","5.32","3.05","Redcar and Cleveland"
"200809","total","Local authority","North East","Stockton-on-Tees","0.03","3.65","2.08","Stockton-on-Tees"
"200809","total","Local authority","Yorkshire and the Humber","Kingston upon Hull City of","0.15","4.68","2.61","Kingston upon Hull City of"
"200809","total","Local authority","Yorkshire and the Humber","East Riding of Yorkshire","0.03","7.79","3.14","East Riding of Yorkshire"
"200809","total","Local authority","Yorkshire and the Humber","North East Lincolnshire","0.02","3.74","2","North East Lincolnshire"
"200809","total","Local authority","Yorkshire and the Humber","North Lincolnshire","0","5.66","2.67","North Lincolnshire"
"200809","total","Local authority","Yorkshire and the Humber","North Yorkshire","0.09","4.62","2.11","North Yorkshire"
"200809","total","Local authority","Yorkshire and the Humber","York","0.01","4.48","2.31","York"
"200809","total","Local authority","East of England","Bedfordshire (Pre LGR 2009)","0","0","0","Bedfordshire (Pre LGR 2009)"
"200809","total","Local authority","East of England","Luton","0.07","4.01","2.53","Luton"
"200809","total","Local authority","East of England","Bedford",NA,NA,NA,"Bedford"
"200809","total","Local authority","East of England","Central Bedfordshire",NA,NA,NA,"Central Bedfordshire"
"200809","total","Local authority","South East","Buckinghamshire","0.05","4.33","2.25","Buckinghamshire"
"200809","total","Local authority","South East","Milton Keynes","0.05","3.87","2.35","Milton Keynes"
"200809","total","Local authority","East Midlands","Derbyshire","0.13","4.65","2.4","Derbyshire"
"200809","total","Local authority","East Midlands","Derby","0.09","4.28","2.34","Derby"
"200809","total","Local authority","South West","Dorset","0.03","3.98","2.27","Dorset"
"200809","total","Local authority","South West","Poole","0.09","7.48","2.59","Poole"
"200809","total","Local authority","South West","Bournemouth","0.08","5.56","2.66","Bournemouth"
"200809","total","Local authority","North East","Durham","0.16","5.61","2.73","Durham"
"200809","total","Local authority","North East","Darlington","0.2","6.44","2.9","Darlington"
"200809","total","Local authority","South East","East Sussex","0.1","6.17","2.95","East Sussex"
"200809","total","Local authority","South East","Brighton and Hove","0.01","8.39","3.43","Brighton and Hove"
"200809","total","Local authority","South East","Hampshire","0.08","5.85","2.86","Hampshire"
"200809","total","Local authority","South East","Portsmouth","0.02","8.55","3.57","Portsmouth"
"200809","total","Local authority","South East","Southampton","0.16","10.67","4.95","Southampton"
"200809","total","Local authority","East Midlands","Leicestershire","0.09","4.77","2.46","Leicestershire"
"200809","total","Local authority","East Midlands","Leicester","0.01","4.85","2.7","Leicester"
"200809","total","Local authority","East Midlands","Rutland","x","3.18","2.06","Rutland"
"200809","total","Local authority","West Midlands","Staffordshire","0.08","3.45","2.07","Staffordshire"
"200809","total","Local authority","West Midlands","Stoke-on-Trent","0.22","5.2","2.72","Stoke-on-Trent"
"200809","total","Local authority","South West","Wiltshire","0.12","5.08","2.54","Wiltshire"
"200809","total","Local authority","South West","Swindon","0.1","4.65","2.51","Swindon"
"200809","total","Local authority","South East","Bracknell Forest","0.18","3.92","2.16","Bracknell Forest"
"200809","total","Local authority","South East","Windsor and Maidenhead","0.1","3.21","1.89","Windsor and Maidenhead"
"200809","total","Local authority","South East","West Berkshire","0.02","4.1","2.1","West Berkshire"
"200809","total","Local authority","South East","Reading","0.05","3.82","2.13","Reading"
"200809","total","Local authority","South East","Slough","0.02","3.18","2.04","Slough"
"200809","total","Local authority","South East","Wokingham","0.11","3.72","2.06","Wokingham"
"200809","total","Local authority","East of England","Cambridgeshire","0.02","3.97","2.28","Cambridgeshire"
"200809","total","Local authority","East of England","Peterborough","0.18","5.7","3.37","Peterborough"
"200809","total","Local authority","North West","Cheshire (Pre LGR 2009)","0","0","0","Cheshire (Pre LGR 2009)"
"200809","total","Local authority","North West","Halton","0.09","3.55","2.12","Halton"
"200809","total","Local authority","North West","Warrington","0.04","4.07","2.17","Warrington"
"200809","total","Local authority","South West","Devon","0.12","4.96","2.48","Devon"
"200809","total","Local authority","South West","Plymouth","0.06","3.3","2.07","Plymouth"
"200809","total","Local authority","South West","Torbay","0.05","3.91","2.24","Torbay"
"200809","total","Local authority","East of England","Essex","0.05","5.2","2.72","Essex"
"200809","total","Local authority","East of England","Southend-on-Sea","0.02","2.96","1.89","Southend-on-Sea"
"200809","total","Local authority","East of England","Thurrock","0.13","6.01","3","Thurrock"
"200809","total","Local authority","West Midlands","Herefordshire","0.08","4.1","2.19","Herefordshire"
"200809","total","Local authority","West Midlands","Worcestershire","0.05","3.97","2.19","Worcestershire"
"200809","total","Local authority","South East","Kent","0.12","6.48","3.29","Kent"
"200809","total","Local authority","South East","Medway","0.02","6.6","3.08","Medway"
"200809","total","Local authority","North West","Lancashire","0.16","3.89","2.21","Lancashire"
"200809","total","Local authority","North West","Blackburn with Darwen","0.09","2.3","1.45","Blackburn with Darwen"
"200809","total","Local authority","North West","Blackpool","0.03","7.37","3.8","Blackpool"
"200809","total","Local authority","East Midlands","Nottinghamshire","0.13","5.35","2.89","Nottinghamshire"
"200809","total","Local authority","East Midlands","Nottingham","0.13","4.91","2.84","Nottingham"
"200809","total","Local authority","West Midlands","Shropshire","0.04","4.01","2.21","Shropshire"
"200809","total","Local authority","West Midlands","Telford and Wrekin","0.06","7.42","3.81","Telford and Wrekin"
"200809","total","Local authority","North West","Cheshire East",NA,NA,NA,"Cheshire East"
"200809","total","Local authority","North West","Cheshire West and Chester",NA,NA,NA,"Cheshire West and Chester"
"200809","total","Local authority","South West","Cornwall","0.02","2.9","1.74","Cornwall"
"200809","total","Local authority","North West","Cumbria","0.02","4.82","2.55","Cumbria"
"200809","total","Local authority","South West","Gloucestershire","0.11","4.63","2.43","Gloucestershire"
"200809","total","Local authority","East of England","Hertfordshire","0.05","4.51","2.48","Hertfordshire"
"200809","total","Local authority","South East","Isle of Wight","0.06","4.8","2.62","Isle of Wight"
"200809","total","Local authority","East Midlands","Lincolnshire","0.12","3.85","2.32","Lincolnshire"
"200809","total","Local authority","East of England","Norfolk","0.09","3.95","2.19","Norfolk"
"200809","total","Local authority","East Midlands","Northamptonshire","0.12","6.01","2.93","Northamptonshire"
"200809","total","Local authority","North East","Northumberland","0.08","4.22","2.29","Northumberland"
"200809","total","Local authority","South East","Oxfordshire","0.09","5.2","2.63","Oxfordshire"
"200809","total","Local authority","South West","Somerset","0.1","6.02","2.92","Somerset"
"200809","total","Local authority","East of England","Suffolk","0.08","5.59","2.71","Suffolk"
"200809","total","Local authority","South East","Surrey","0.1","5.59","2.63","Surrey"
"200809","total","Local authority","West Midlands","Warwickshire","0.12","4.52","2.53","Warwickshire"
"200809","total","Local authority","South East","West Sussex","0.08","4.92","2.45","West Sussex"
"200708","total","National",NA,NA,"0.11","5.13","2.74","England"
"200708","total","Region","North East",NA,"0.1","4.26","2.34","North East"
"200708","total","Region","North West",NA,"0.12","5.07","2.71","North West"
"200708","total","Region","Yorkshire and the Humber",NA,"0.07","5.48","2.74","Yorkshire and the Humber"
"200708","total","Region","East Midlands",NA,"0.11","4.89","2.65","East Midlands"
"200708","total","Region","West Midlands",NA,"0.11","5.09","2.89","West Midlands"
"200708","total","Region","East of England",NA,"0.1","4.81","2.62","East of England"
"200708","total","Region","South East",NA,"0.11","6.25","3.06","South East"
"200708","total","Region","South West",NA,"0.1","5.18","2.62","South West"
"200708","total","Region","Inner London",NA,"0.14","4.64","2.88","Inner London"
"200708","total","Region","Outer London",NA,"0.13","4.4","2.58","Outer London"
"200708","total","Local authority","Inner London","City of London","0","1.69","x","City of London"
"200708","total","Local authority","Inner London","Camden","0.07","5.69","3.43","Camden"
"200708","total","Local authority","Outer London","Greenwich","0.05","7.71","4.15","Greenwich"
"200708","total","Local authority","Inner London","Hackney","0.13","4.9","3.23","Hackney"
"200708","total","Local authority","Inner London","Hammersmith and Fulham","0.19","4.26","2.86","Hammersmith and Fulham"
"200708","total","Local authority","Inner London","Islington","0.23","4.82","3.01","Islington"
"200708","total","Local authority","Inner London","Kensington and Chelsea","0.19","3.61","2.24","Kensington and Chelsea"
"200708","total","Local authority","Inner London","Lambeth","0.19","5.58","3.29","Lambeth"
"200708","total","Local authority","Inner London","Lewisham","0.06","3.51","2.4","Lewisham"
"200708","total","Local authority","Inner London","Southwark","0.15","5.56","3.64","Southwark"
"200708","total","Local authority","Inner London","Tower Hamlets","0.1","3.13","1.94","Tower Hamlets"
"200708","total","Local authority","Inner London","Wandsworth","0.25","4.94","2.89","Wandsworth"
"200708","total","Local authority","Inner London","Westminster","0.16","6.15","3.69","Westminster"
"200708","total","Local authority","Outer London","Barking and Dagenham","0.17","3.07","1.84","Barking and Dagenham"
"200708","total","Local authority","Outer London","Barnet","0.13","4.23","2.52","Barnet"
"200708","total","Local authority","Outer London","Bexley","0.17","3.24","2.06","Bexley"
"200708","total","Local authority","Outer London","Brent","0.18","4.31","2.8","Brent"
"200708","total","Local authority","Outer London","Bromley","0.22","3.28","1.81","Bromley"
"200708","total","Local authority","Outer London","Croydon","0.18","2.86","1.69","Croydon"
"200708","total","Local authority","Outer London","Ealing","0.09","4.07","2.47","Ealing"
"200708","total","Local authority","Outer London","Enfield","0.13","4.68","2.77","Enfield"
"200708","total","Local authority","Inner London","Haringey","0.11","3.24","2.13","Haringey"
"200708","total","Local authority","Outer London","Harrow","0.2","4.37","2.68","Harrow"
"200708","total","Local authority","Outer London","Havering","0.1","4.37","2.58","Havering"
"200708","total","Local authority","Outer London","Hillingdon","0.09","5.35","2.96","Hillingdon"
"200708","total","Local authority","Outer London","Hounslow","0.21","4.62","2.76","Hounslow"
"200708","total","Local authority","Outer London","Kingston upon Thames","0.05","3.16","1.94","Kingston upon Thames"
"200708","total","Local authority","Outer London","Merton","0.09","5.76","3.15","Merton"
"200708","total","Local authority","Inner London","Newham","0.12","5.27","3.06","Newham"
