"year","level","la_name","school_type","num_schools","headcount","perm_excl","perm_excl_rate","fixed_excl","fixed_excl_rate","one_plus_fixed","one_or_more_fixed_excl_rate"
"200607","Local authority","Solihull","Primary","67","19490","9","0.05","216","1.11","120","0.62"
"200607","Local authority","Solihull","Secondary","14","16919","76","0.45","1668","9.86","960","5.67"
"200607","Local authority","Solihull","Special","5","393","x","x","128","32.57","48","12.21"
"200607","Local authority","Walsall","Total","111","47813","41","0.09","2365","4.95","1401","2.93"
"200607","Local authority","Walsall","Primary","86","25790","10","0.04","269","1.04","149","0.58"
"200607","Local authority","Walsall","Secondary","19","21562","31","0.14","2029","9.41","1213","5.63"
"200607","Local authority","Walsall","Special","6","461","0","0","67","14.53","39","8.46"
"200607","Local authority","Wolverhampton","Total","105","39894","13","0.03","1995","5","1159","2.91"
"200607","Local authority","Wolverhampton","Primary","80","22576","x","x","105","0.47","76","0.34"
"200607","Local authority","Wolverhampton","Secondary","18","16669","12","0.07","1499","8.99","994","5.96"
"200607","Local authority","Wolverhampton","Special","7","649","0","0","391","60.25","89","13.71"
"200607","Local authority","Knowsley","Total","72","24650","38","0.15","958","3.89","525","2.13"
"200607","Local authority","Knowsley","Primary","55","15074","0","0","55","0.36","42","0.28"
"200607","Local authority","Knowsley","Secondary","10","9110","38","0.42","844","9.26","457","5.02"
"200607","Local authority","Knowsley","Special","7","466","0","0","59","12.66","26","5.58"
"200607","Local authority","Liverpool","Total","181","70386","72","0.1","2418","3.44","1586","2.25"
"200607","Local authority","Liverpool","Primary","135","37222","11","0.03","280","0.75","176","0.47"
"200607","Local authority","Liverpool","Secondary","31","32079","61","0.19","2019","6.29","1359","4.24"
"200607","Local authority","Liverpool","Special","15","1085","0","0","119","10.97","51","4.7"
"200607","Local authority","St. Helens","Total","68","27188","0","0","1214","4.47","659","2.42"
"200607","Local authority","St. Helens","Primary","54","15282","0","0","212","1.39","83","0.54"
"200607","Local authority","St. Helens","Secondary","10","11543","0","0","990","8.58","567","4.91"
"200607","Local authority","St. Helens","Special","4","363","0","0","12","3.31","9","2.48"
"200607","Local authority","Sefton","Total","106","43341","34","0.08","740","1.71","526","1.21"
"200607","Local authority","Sefton","Primary","78","22895","0","0","110","0.48","79","0.35"
"200607","Local authority","Sefton","Secondary","22","19962","34","0.17","575","2.88","423","2.12"
"200607","Local authority","Sefton","Special","6","484","0","0","55","11.36","24","4.96"
"200607","Local authority","Wirral","Total","132","50613","52","0.1","2634","5.2","1405","2.78"
"200607","Local authority","Wirral","Primary","98","25873","12","0.05","209","0.81","140","0.54"
"200607","Local authority","Wirral","Secondary","22","23710","40","0.17","2233","9.42","1187","5.01"
"200607","Local authority","Wirral","Special","12","1030","0","0","192","18.64","78","7.57"
"200607","Local authority","Bolton","Total","121","44933","33","0.07","2935","6.53","1390","3.09"
"200607","Local authority","Bolton","Primary","98","25280","4","0.02","363","1.44","168","0.66"
"200607","Local authority","Bolton","Secondary","16","19169","28","0.15","2544","13.27","1205","6.29"
"200607","Local authority","Bolton","Special","7","484","x","x","28","5.79","17","3.51"
"200607","Local authority","Bury","Total","80","27912","78","0.28","1637","5.86","992","3.55"
"200607","Local authority","Bury","Primary","63","16058","4","0.02","95","0.59","56","0.35"
"200607","Local authority","Bury","Secondary","14","11618","74","0.64","1539","13.25","935","8.05"
"200607","Local authority","Bury","Special","3","236","0","0","3","1.27","x","x"
"200607","Local authority","Manchester","Total","169","65642","83","0.13","5119","7.8","2809","4.28"
"200607","Local authority","Manchester","Primary","133","40719","16","0.04","734","1.8","369","0.91"
"200607","Local authority","Manchester","Secondary","23","23934","65","0.27","4161","17.39","2338","9.77"
"200607","Local authority","Manchester","Special","13","989","x","x","224","22.65","102","10.31"
"200607","Local authority","Oldham","Total","112","39961","62","0.16","2274","5.69","1242","3.11"
"200607","Local authority","Oldham","Primary","94","23310","x","x","252","1.08","137","0.59"
"200607","Local authority","Oldham","Secondary","15","16305","60","0.37","1995","12.24","1086","6.66"
"200607","Local authority","Oldham","Special","3","346","0","0","27","7.8","19","5.49"
"200607","Local authority","Rochdale","Total","92","33533","55","0.16","1998","5.96","1128","3.36"
"200607","Local authority","Rochdale","Primary","71","19431","7","0.04","177","0.91","103","0.53"
"200607","Local authority","Rochdale","Secondary","15","13677","48","0.35","1763","12.89","1004","7.34"
"200607","Local authority","Rochdale","Special","6","425","0","0","58","13.65","21","4.94"
"200607","Local authority","Salford","Total","103","31513","82","0.26","1853","5.88","993","3.15"
"200607","Local authority","Salford","Primary","83","19020","8","0.04","177","0.93","105","0.55"
"200607","Local authority","Salford","Secondary","15","11938","72","0.6","1508","12.63","841","7.04"
"200607","Local authority","Salford","Special","5","555","x","x","168","30.27","47","8.47"
"200607","Local authority","Stockport","Total","115","39390","48","0.12","2852","7.24","1424","3.62"
"200607","Local authority","Stockport","Primary","92","22826","x","x","121","0.53","71","0.31"
"200607","Local authority","Stockport","Secondary","15","15983","43","0.27","2568","16.07","1296","8.11"
"200607","Local authority","Stockport","Special","8","581","4","0.69","163","28.06","57","9.81"
"200607","Local authority","Tameside","Total","98","35606","55","0.15","2795","7.85","1344","3.77"
"200607","Local authority","Tameside","Primary","75","19817","8","0.04","248","1.25","122","0.62"
"200607","Local authority","Tameside","Secondary","18","15408","47","0.31","2372","15.39","1168","7.58"
"200607","Local authority","Tameside","Special","5","381","0","0","175","45.93","54","14.17"
"200607","Local authority","Trafford","Total","96","35697","26","0.07","1559","4.37","938","2.63"
"200607","Local authority","Trafford","Primary","72","19085","0","0","77","0.4","44","0.23"
"200607","Local authority","Trafford","Secondary","18","16168","26","0.16","1397","8.64","865","5.35"
"200607","Local authority","Trafford","Special","6","444","0","0","85","19.14","29","6.53"
"200607","Local authority","Wigan","Total","134","46852","17","0.04","3026","6.46","1518","3.24"
"200607","Local authority","Wigan","Primary","105","25624","x","x","196","0.76","116","0.45"
"200607","Local authority","Wigan","Secondary","21","20558","13","0.06","2540","12.36","1295","6.3"
"200607","Local authority","Wigan","Special","8","670","3","0.45","290","43.28","107","15.97"
"200607","Local authority","Barnsley","Total","98","33808","5","0.01","1639","4.85","826","2.44"
"200607","Local authority","Barnsley","Primary","82","19941","0","0","365","1.83","160","0.8"
"200607","Local authority","Barnsley","Secondary","14","13695","5","0.04","1272","9.29","664","4.85"
"200607","Local authority","Barnsley","Special","2","172","0","0","x","x","x","x"
"200607","Local authority","Doncaster","Total","128","48504","78","0.16","3971","8.19","1754","3.62"
"200607","Local authority","Doncaster","Primary","103","26586","22","0.08","231","0.87","138","0.52"
"200607","Local authority","Doncaster","Secondary","17","21377","53","0.25","3673","17.18","1581","7.4"
"200607","Local authority","Doncaster","Special","8","541","3","0.55","67","12.38","35","6.47"
"200607","Local authority","Rotherham","Total","127","44085","50","0.11","2872","6.51","1484","3.37"
"200607","Local authority","Rotherham","Primary","104","23377","6","0.03","297","1.27","141","0.6"
"200607","Local authority","Rotherham","Secondary","16","20157","43","0.21","2533","12.57","1322","6.56"
"200607","Local authority","Rotherham","Special","7","551","x","x","42","7.62","21","3.81"
"200607","Local authority","Sheffield","Total","173","74228","12","0.02","5994","8.08","3097","4.17"
"200607","Local authority","Sheffield","Primary","136","42091","0","0","539","1.28","305","0.72"
"200607","Local authority","Sheffield","Secondary","27","31261","12","0.04","5351","17.12","2738","8.76"
"200607","Local authority","Sheffield","Special","10","876","0","0","104","11.87","54","6.16"
"200607","Local authority","Bradford","Total","198","87609","65","0.07","5551","6.34","3003","3.43"
"200607","Local authority","Bradford","Primary","158","51571","4","0.01","565","1.1","283","0.55"
"200607","Local authority","Bradford","Secondary","29","35133","61","0.17","4967","14.14","2712","7.72"
"200607","Local authority","Bradford","Special","11","905","0","0","19","2.1","8","0.88"
"200607","Local authority","Calderdale","Total","104","34099","55","0.16","2053","6.02","1106","3.24"
"200607","Local authority","Calderdale","Primary","85","18361","9","0.05","243","1.32","119","0.65"
"200607","Local authority","Calderdale","Secondary","15","15464","46","0.3","1802","11.65","981","6.34"
"200607","Local authority","Calderdale","Special","4","274","0","0","8","2.92","6","2.19"
"200607","Local authority","Kirklees","Total","190","62678","44","0.07","4111","6.56","2008","3.2"
"200607","Local authority","Kirklees","Primary","151","35580","10","0.03","497","1.4","265","0.74"
"200607","Local authority","Kirklees","Secondary","32","26410","34","0.13","3228","12.22","1624","6.15"
"200607","Local authority","Kirklees","Special","7","688","0","0","386","56.1","119","17.3"
"200607","Local authority","Leeds","Total","268","109471","90","0.08","7211","6.59","3598","3.29"
"200607","Local authority","Leeds","Primary","222","60977","0","0","366","0.6","195","0.32"
"200607","Local authority","Leeds","Secondary","39","47512","88","0.19","6642","13.98","3341","7.03"
"200607","Local authority","Leeds","Special","7","982","x","x","203","20.67","62","6.31"
"200607","Local authority","Wakefield","Total","148","50573","47","0.09","4238","8.38","1928","3.81"
"200607","Local authority","Wakefield","Primary","124","28178","3","0.01","286","1.01","151","0.54"
"200607","Local authority","Wakefield","Secondary","18","21964","44","0.2","3791","17.26","1719","7.83"
"200607","Local authority","Wakefield","Special","6","431","0","0","161","37.35","58","13.46"
"200607","Local authority","Gateshead","Total","90","29078","43","0.15","809","2.78","512","1.76"
"200607","Local authority","Gateshead","Primary","73","15754","4","0.03","130","0.83","70","0.44"
"200607","Local authority","Gateshead","Secondary","11","12936","39","0.3","663","5.13","432","3.34"
"200607","Local authority","Gateshead","Special","6","388","0","0","16","4.12","10","2.58"
"200607","Local authority","Newcastle upon Tyne","Total","92","36575","64","0.17","1591","4.35","919","2.51"
"200607","Local authority","Newcastle upon Tyne","Primary","72","19398","6","0.03","154","0.79","103","0.53"
"200607","Local authority","Newcastle upon Tyne","Secondary","14","16639","57","0.34","1410","8.47","800","4.81"
"200607","Local authority","Newcastle upon Tyne","Special","6","538","x","x","27","5.02","16","2.97"
"200607","Local authority","North Tyneside","Total","77","30198","x","x","837","2.77","519","1.72"
"200607","Local authority","North Tyneside","Primary","56","15989","0","0","81","0.51","46","0.29"
"200607","Local authority","North Tyneside","Secondary","15","13619","x","x","671","4.93","437","3.21"
"200607","Local authority","North Tyneside","Special","6","590","0","0","85","14.41","36","6.1"
"200607","Local authority","South Tyneside","Total","67","22733","13","0.06","1073","4.72","569","2.5"
"200607","Local authority","South Tyneside","Primary","51","12467","0","0","6","0.05","5","0.04"
"200607","Local authority","South Tyneside","Secondary","10","9769","13","0.13","1055","10.8","553","5.66"
"200607","Local authority","South Tyneside","Special","6","497","0","0","12","2.41","11","2.21"
"200607","Local authority","Sunderland","Total","108","43070","13","0.03","1269","2.95","859","1.99"
"200607","Local authority","Sunderland","Primary","83","23729","4","0.02","240","1.01","144","0.61"
"200607","Local authority","Sunderland","Secondary","18","18734","9","0.05","967","5.16","685","3.66"
"200607","Local authority","Sunderland","Special","7","607","0","0","62","10.21","30","4.94"
"200607","Local authority","Isles Of Scilly","Total","1","260","0","0","0","0","0","0"
"200607","Local authority","Isles Of Scilly","Primary","1","260","0","0","0","0","0","0"
"200607","Local authority","Bath and North East Somerset","Total","79","24911","17","0.07","1735","6.96","874","3.51"
"200607","Local authority","Bath and North East Somerset","Primary","63","12098","x","x","115","0.95","60","0.5"
"200607","Local authority","Bath and North East Somerset","Secondary","13","12520","15","0.12","1405","11.22","752","6.01"
"200607","Local authority","Bath and North East Somerset","Special","3","293","0","0","215","73.38","62","21.16"
"200607","Local authority","Bristol City of","Total","141","46310","38","0.08","4305","9.3","2217","4.79"
"200607","Local authority","Bristol City of","Primary","112","29035","2","0.01","1029","3.54","496","1.71"
"200607","Local authority","Bristol City of","Secondary","19","16513","36","0.22","2928","17.73","1583","9.59"
"200607","Local authority","Bristol City of","Special","10","762","0","0","348","45.67","138","18.11"
"200607","Local authority","North Somerset","Total","79","28169","13","0.05","1007","3.57","627","2.23"
"200607","Local authority","North Somerset","Primary","66","14949","0","0","118","0.79","73","0.49"
"200607","Local authority","North Somerset","Secondary","10","12989","13","0.1","871","6.71","547","4.21"
"200607","Local authority","North Somerset","Special","3","231","0","0","18","7.79","7","3.03"
"200607","Local authority","South Gloucestershire","Total","116","40303","47","0.12","2337","5.8","1196","2.97"
"200607","Local authority","South Gloucestershire","Primary","96","21602","5","0.02","266","1.23","122","0.56"
"200607","Local authority","South Gloucestershire","Secondary","17","18405","40","0.22","2031","11.04","1061","5.76"
"200607","Local authority","South Gloucestershire","Special","3","296","x","x","40","13.51","13","4.39"
"200607","Local authority","Hartlepool","Total","38","15619","5","0.03","454","2.91","290","1.86"
"200607","Local authority","Hartlepool","Primary","30","8920","0","0","36","0.4","27","0.3"
"200607","Local authority","Hartlepool","Secondary","6","6572","5","0.08","417","6.35","262","3.99"
"200607","Local authority","Hartlepool","Special","2","127","0","0","x","x","x","x"
"200607","Local authority","Middlesbrough","Total","55","23210","41","0.18","1524","6.57","784","3.38"
"200607","Local authority","Middlesbrough","Primary","42","13701","7","0.05","94","0.69","50","0.36"
"200607","Local authority","Middlesbrough","Secondary","9","9073","32","0.35","1407","15.51","718","7.91"
"200607","Local authority","Middlesbrough","Special","4","436","x","x","23","5.28","16","3.67"
"200607","Local authority","Redcar and Cleveland","Total","59","23072","26","0.11","1214","5.26","672","2.91"
"200607","Local authority","Redcar and Cleveland","Primary","45","12944","x","x","49","0.38","28","0.22"
"200607","Local authority","Redcar and Cleveland","Secondary","11","9839","25","0.25","1114","11.32","622","6.32"
"200607","Local authority","Redcar and Cleveland","Special","3","289","0","0","51","17.65","22","7.61"
"200607","Local authority","Stockton-on-Tees","Total","80","30017","10","0.03","1190","3.96","707","2.36"
"200607","Local authority","Stockton-on-Tees","Primary","62","17047","0","0","61","0.36","36","0.21"
"200607","Local authority","Stockton-on-Tees","Secondary","14","12433","10","0.08","992","7.98","609","4.9"
"200607","Local authority","Stockton-on-Tees","Special","4","537","0","0","137","25.51","62","11.55"
"200607","Local authority","Kingston upon Hull City of","Total","92","37332","55","0.15","1945","5.21","1077","2.88"
"200607","Local authority","Kingston upon Hull City of","Primary","71","21432","12","0.06","307","1.43","127","0.59"
"200607","Local authority","Kingston upon Hull City of","Secondary","15","15336","43","0.28","1559","10.17","926","6.04"
"200607","Local authority","Kingston upon Hull City of","Special","6","564","0","0","79","14.01","24","4.26"
"200607","Local authority","East Riding of Yorkshire","Total","153","48885","22","0.05","4258","8.71","1722","3.52"
"200607","Local authority","East Riding of Yorkshire","Primary","132","25260","0","0","318","1.26","124","0.49"
"200607","Local authority","East Riding of Yorkshire","Secondary","18","23383","21","0.09","3936","16.83","1597","6.83"
"200607","Local authority","East Riding of Yorkshire","Special","3","242","x","x","4","1.65","x","x"
"200607","Local authority","North East Lincolnshire","Total","75","24614","23","0.09","1344","5.46","670","2.72"
"200607","Local authority","North East Lincolnshire","Primary","60","13708","3","0.02","144","1.05","73","0.53"
"200607","Local authority","North East Lincolnshire","Secondary","13","10644","20","0.19","1187","11.15","588","5.52"
"200607","Local authority","North East Lincolnshire","Special","2","262","0","0","13","4.96","9","3.44"
"200607","Local authority","North Lincolnshire","Total","82","24695","x","x","1410","5.71","676","2.74"
"200607","Local authority","North Lincolnshire","Primary","66","13779","0","0","244","1.77","111","0.81"
"200607","Local authority","North Lincolnshire","Secondary","14","10696","x","x","1143","10.69","554","5.18"
"200607","Local authority","North Lincolnshire","Special","2","220","0","0","23","10.45","11","5"
"200607","Local authority","North Yorkshire","Total","386","86060","66","0.08","3547","4.12","1929","2.24"
"200607","Local authority","North Yorkshire","Primary","326","43791","8","0.02","302","0.69","139","0.32"
"200607","Local authority","North Yorkshire","Secondary","47","41528","56","0.13","3175","7.65","1756","4.23"
"200607","Local authority","North Yorkshire","Special","13","741","x","x","70","9.45","34","4.59"
"200607","Local authority","York","Total","67","23543","58","0.25","1270","5.39","680","2.89"
"200607","Local authority","York","Primary","54","13145","3","0.02","190","1.45","88","0.67"
"200607","Local authority","York","Secondary","11","10179","55","0.54","1073","10.54","590","5.8"
"200607","Local authority","York","Special","2","219","0","0","7","3.2","x","x"
"200607","Local authority","Bedfordshire (Pre LGR 2009)","Total","212","63293","66","0.1","2791","4.41","1551","2.45"
"200607","Local authority","Bedfordshire (Pre LGR 2009)","Primary","146","24658","x","x","152","0.62","62","0.25"
"200607","Local authority","Bedfordshire (Pre LGR 2009)","Secondary","56","37798","62","0.16","2537","6.71","1441","3.81"
"200607","Local authority","Bedfordshire (Pre LGR 2009)","Special","10","837","x","x","102","12.19","48","5.73"
"200607","Local authority","Luton","Total","69","30962","17","0.05","1171","3.78","747","2.41"
"200607","Local authority","Luton","Primary","54","18338","0","0","217","1.18","114","0.62"
"200607","Local authority","Luton","Secondary","12","12352","17","0.14","951","7.7","630","5.1"
"200607","Local authority","Luton","Special","3","272","0","0","3","1.1","3","1.1"
"200607","Local authority","Buckinghamshire","Total","232","75735","31","0.04","3311","4.37","1855","2.45"
"200607","Local authority","Buckinghamshire","Primary","184","39614","x","x","244","0.62","118","0.3"
"200607","Local authority","Buckinghamshire","Secondary","34","35111","28","0.08","2702","7.7","1617","4.61"
"200607","Local authority","Buckinghamshire","Special","14","1010","x","x","365","36.14","120","11.88"
"200607","Local authority","Milton Keynes","Total","108","37148","55","0.15","1867","5.03","1087","2.93"
"200607","Local authority","Milton Keynes","Primary","90","20618","10","0.05","224","1.09","132","0.64"
"200607","Local authority","Milton Keynes","Secondary","12","15952","44","0.28","1571","9.85","905","5.67"
"200607","Local authority","Milton Keynes","Special","6","578","x","x","72","12.46","50","8.65"
"200607","Local authority","Derbyshire","Total","417","112610","157","0.14","5362","4.76","2760","2.45"
"200607","Local authority","Derbyshire","Primary","360","60921","22","0.04","1027","1.69","402","0.66"
"200607","Local authority","Derbyshire","Secondary","47","50957","134","0.26","4099","8.04","2288","4.49"
"200607","Local authority","Derbyshire","Special","10","732","x","x","236","32.24","70","9.56"
"200607","Local authority","Derby","Total","98","38726","89","0.23","1697","4.38","1026","2.65"
"200607","Local authority","Derby","Primary","78","21542","5","0.02","291","1.35","168","0.78"
"200607","Local authority","Derby","Secondary","14","16735","84","0.5","1341","8.01","818","4.89"
"200607","Local authority","Derby","Special","6","449","0","0","65","14.48","40","8.91"
"200607","Local authority","Dorset","Total","175","55303","11","0.02","2496","4.51","1441","2.61"
"200607","Local authority","Dorset","Primary","136","24570","x","x","173","0.7","90","0.37"
"200607","Local authority","Dorset","Secondary","34","30183","10","0.03","2306","7.64","1342","4.45"
"200607","Local authority","Dorset","Special","5","550","0","0","17","3.09","9","1.64"
"200607","Local authority","Poole","Total","42","19090","16","0.08","2085","10.92","670","3.51"
"200607","Local authority","Poole","Primary","28","10153","x","x","331","3.26","146","1.44"
"200607","Local authority","Poole","Secondary","9","8628","15","0.17","1634","18.94","496","5.75"
"200607","Local authority","Poole","Special","5","309","0","0","120","38.83","28","9.06"
"200607","Local authority","Bournemouth","Total","39","20326","15","0.07","1020","5.02","572","2.81"
"200607","Local authority","Bournemouth","Primary","27","10361","x","x","199","1.92","91","0.88"
"200607","Local authority","Bournemouth","Secondary","10","9723","14","0.14","811","8.34","475","4.89"
"200607","Local authority","Bournemouth","Special","2","242","0","0","10","4.13","6","2.48"
"200607","Local authority","Durham","Total","283","74026","95","0.13","4352","5.88","2245","3.03"
"200607","Local authority","Durham","Primary","237","40734","19","0.05","482","1.18","257","0.63"
"200607","Local authority","Durham","Secondary","36","32150","75","0.23","3592","11.17","1867","5.81"
"200607","Local authority","Durham","Special","10","1142","x","x","278","24.34","121","10.6"
"200607","Local authority","Darlington","Total","39","15165","47","0.31","1752","11.55","810","5.34"
"200607","Local authority","Darlington","Primary","30","8796","0","0","147","1.67","57","0.65"
"200607","Local authority","Darlington","Secondary","8","6161","47","0.76","1522","24.7","724","11.75"
"200607","Local authority","Darlington","Special","1","208","0","0","83","39.9","29","13.94"
"200607","Local authority","East Sussex","Total","196","65342","62","0.09","5947","9.1","2836","4.34"
"200607","Local authority","East Sussex","Primary","156","35787","12","0.03","940","2.63","394","1.1"
"200607","Local authority","East Sussex","Secondary","27","28520","50","0.18","4702","16.49","2311","8.1"
"200607","Local authority","East Sussex","Special","13","1035","0","0","305","29.47","131","12.66"
"200607","Local authority","Brighton and Hove","Total","74","30044","18","0.06","2673","8.9","1173","3.9"
"200607","Local authority","Brighton and Hove","Primary","56","17055","x","x","399","2.34","157","0.92"
"200607","Local authority","Brighton and Hove","Secondary","9","12214","15","0.12","2146","17.57","949","7.77"
"200607","Local authority","Brighton and Hove","Special","9","775","x","x","128","16.52","67","8.65"
"200607","Local authority","Hampshire","Total","528","170296","168","0.1","11700","6.87","5800","3.41"
"200607","Local authority","Hampshire","Primary","430","96020","13","0.01","1154","1.2","518","0.54"
"200607","Local authority","Hampshire","Secondary","71","71872","153","0.21","10196","14.19","5129","7.14"
"200607","Local authority","Hampshire","Special","27","2404","x","x","350","14.56","153","6.36"
"200607","Local authority","Portsmouth","Total","68","24061","5","0.02","2234","9.28","1088","4.52"
"200607","Local authority","Portsmouth","Primary","53","13855","0","0","432","3.12","188","1.36"
"200607","Local authority","Portsmouth","Secondary","10","9751","5","0.05","1685","17.28","854","8.76"
"200607","Local authority","Portsmouth","Special","5","455","0","0","117","25.71","46","10.11"
"200607","Local authority","Southampton","Total","81","27551","37","0.13","3816","13.85","1748","6.34"
"200607","Local authority","Southampton","Primary","61","15964","7","0.04","463","2.9","226","1.42"
"200607","Local authority","Southampton","Secondary","14","11247","30","0.27","3255","28.94","1479","13.15"
"200607","Local authority","Southampton","Special","6","340","0","0","98","28.82","43","12.65"
"200607","Local authority","Leicestershire","Total","285","94779","108","0.11","4715","4.97","2486","2.62"
"200607","Local authority","Leicestershire","Primary","225","47518","15","0.03","337","0.71","187","0.39"
"200607","Local authority","Leicestershire","Secondary","54","46621","93","0.2","4349","9.33","2288","4.91"
"200607","Local authority","Leicestershire","Special","6","640","0","0","29","4.53","11","1.72"
"200607","Local authority","Leicester","Total","107","46491","55","0.12","2731","5.87","1436","3.09"
"200607","Local authority","Leicester","Primary","84","28318","x","x","403","1.42","222","0.78"
"200607","Local authority","Leicester","Secondary","16","17474","54","0.31","2204","12.61","1159","6.63"
"200607","Local authority","Leicester","Special","7","699","0","0","124","17.74","55","7.87"
"200607","Local authority","Rutland","Total","21","4839","4","0.08","145","3","91","1.88"
"200607","Local authority","Rutland","Primary","17","2442","0","0","7","0.29","x","x"
"200607","Local authority","Rutland","Secondary","3","2372","4","0.17","138","5.82","89","3.75"
"200607","Local authority","Rutland","Special","1","25","0","0","0","0","0","0"
"200607","Local authority","Staffordshire","Total","392","124582","138","0.11","5201","4.17","3158","2.53"
"200607","Local authority","Staffordshire","Primary","301","62746","22","0.04","414","0.66","243","0.39"
"200607","Local authority","Staffordshire","Secondary","68","59903","113","0.19","4659","7.78","2844","4.75"
"200607","Local authority","Staffordshire","Special","23","1933","3","0.16","128","6.62","71","3.67"
"200607","Local authority","Stoke-on-Trent","Total","93","35407","34","0.1","1755","4.96","1004","2.84"
"200607","Local authority","Stoke-on-Trent","Primary","71","20703","5","0.02","240","1.16","136","0.66"
"200607","Local authority","Stoke-on-Trent","Secondary","17","14169","29","0.2","1392","9.82","813","5.74"
"200607","Local authority","Stoke-on-Trent","Special","5","535","0","0","123","22.99","55","10.28"
"200607","Local authority","Wiltshire","Total","244","65074","70","0.11","3649","5.61","1916","2.94"
"200607","Local authority","Wiltshire","Primary","208","34959","13","0.04","383","1.1","209","0.6"
"200607","Local authority","Wiltshire","Secondary","29","29598","57","0.19","3203","10.82","1670","5.64"
"200607","Local authority","Wiltshire","Special","7","517","0","0","63","12.19","37","7.16"
"200607","Local authority","Swindon","Total","84","28856","37","0.13","1935","6.71","868","3.01"
"200607","Local authority","Swindon","Primary","67","16902","x","x","158","0.93","72","0.43"
"200607","Local authority","Swindon","Secondary","11","11556","35","0.3","1506","13.03","730","6.32"
"200607","Local authority","Swindon","Special","6","398","x","x","271","68.09","66","16.58"
"200607","Local authority","Bracknell Forest","Total","37","15176","26","0.17","703","4.63","358","2.36"
"200607","Local authority","Bracknell Forest","Primary","30","8738","x","x","30","0.34","24","0.27"
"200607","Local authority","Bracknell Forest","Secondary","6","6264","24","0.38","671","10.71","332","5.3"
"200607","Local authority","Bracknell Forest","Special","1","174","0","0","x","x","x","x"
"200607","Local authority","Windsor and Maidenhead","Total","60","18906","38","0.2","817","4.32","511","2.7"
"200607","Local authority","Windsor and Maidenhead","Primary","45","8514","x","x","55","0.65","30","0.35"
"200607","Local authority","Windsor and Maidenhead","Secondary","13","10197","35","0.34","736","7.22","470","4.61"
"200607","Local authority","Windsor and Maidenhead","Special","2","195","x","x","26","13.33","11","5.64"
"200607","Local authority","West Berkshire","Total","80","24984","42","0.17","1196","4.79","629","2.52"
"200607","Local authority","West Berkshire","Primary","67","12139","5","0.04","120","0.99","61","0.5"
"200607","Local authority","West Berkshire","Secondary","10","12289","37","0.3","1074","8.74","566","4.61"
"200607","Local authority","West Berkshire","Special","3","556","0","0","x","x","x","x"
"200607","Local authority","Reading","Total","47","16526","13","0.08","726","4.39","423","2.56"
"200607","Local authority","Reading","Primary","37","10360","0","0","198","1.91","85","0.82"
"200607","Local authority","Reading","Secondary","7","6014","10","0.17","488","8.11","317","5.27"
"200607","Local authority","Reading","Special","3","152","3","1.97","40","26.32","21","13.82"
"200607","Local authority","Slough","Total","41","21343","16","0.07","582","2.73","397","1.86"
"200607","Local authority","Slough","Primary","27","11776","3","0.03","120","1.02","73","0.62"
"200607","Local authority","Slough","Secondary","11","9309","12","0.13","446","4.79","315","3.38"
"200607","Local authority","Slough","Special","3","258","x","x","16","6.2","9","3.49"
"200607","Local authority","Wokingham","Total","63","23203","32","0.14","993","4.28","531","2.29"
"200607","Local authority","Wokingham","Primary","51","12149","1","0.01","64","0.53","35","0.29"
"200607","Local authority","Wokingham","Secondary","9","10753","24","0.22","827","7.69","436","4.05"
"200607","Local authority","Wokingham","Special","3","301","7","2.33","102","33.89","60","19.93"
"200607","Local authority","Cambridgeshire","Total","238","77209","7","0.01","3055","3.96","1858","2.41"
"200607","Local authority","Cambridgeshire","Primary","201","43576","0","0","375","0.86","176","0.4"
"200607","Local authority","Cambridgeshire","Secondary","30","32848","7","0.02","2660","8.1","1668","5.08"
"200607","Local authority","Cambridgeshire","Special","7","785","0","0","20","2.55","14","1.78"
"200607","Local authority","Peterborough","Total","75","28818","42","0.15","1297","4.5","791","2.74"
"200607","Local authority","Peterborough","Primary","58","15287","x","x","74","0.48","53","0.35"
"200607","Local authority","Peterborough","Secondary","14","13187","40","0.3","1218","9.24","733","5.56"
"200607","Local authority","Peterborough","Special","3","344","0","0","5","1.45","5","1.45"
"200607","Local authority","Cheshire (Pre LGR 2009)","Total","335","100646","111","0.11","6376","6.34","3112","3.09"
"200607","Local authority","Cheshire (Pre LGR 2009)","Primary","275","53381","10","0.02","581","1.09","268","0.5"
"200607","Local authority","Cheshire (Pre LGR 2009)","Secondary","43","46127","101","0.22","5398","11.7","2735","5.93"
"200607","Local authority","Cheshire (Pre LGR 2009)","Special","17","1138","0","0","397","34.89","109","9.58"
"200607","Local authority","Halton","Total","64","18362","28","0.15","627","3.41","378","2.06"
"200607","Local authority","Halton","Primary","52","10031","5","0.05","58","0.58","26","0.26"
"200607","Local authority","Halton","Secondary","8","8002","23","0.29","562","7.02","348","4.35"
"200607","Local authority","Halton","Special","4","329","0","0","7","2.13","4","1.22"
"200607","Local authority","Warrington","Total","87","31674","22","0.07","1892","5.97","934","2.95"
"200607","Local authority","Warrington","Primary","71","17326","x","x","113","0.65","57","0.33"
"200607","Local authority","Warrington","Secondary","12","13991","19","0.14","1638","11.71","824","5.89"
"200607","Local authority","Warrington","Special","4","357","x","x","141","39.5","53","14.85"
"200607","Local authority","Devon","Total","368","96707","136","0.14","6949","7.19","3168","3.28"
